trip_id,start_date,subscriber_type,start_station_name,start_station_id
1136271,2016-03-24 16:35:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1083434,2016-02-05 16:29:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1118768,2016-03-08 16:30:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1095110,2016-02-16 17:26:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1079293,2016-02-02 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1080707,2016-02-03 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1104454,2016-02-24 16:31:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1078067,2016-02-01 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1114398,2016-03-03 16:36:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1106039,2016-02-25 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1071859,2016-01-26 16:36:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1075029,2016-01-28 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1088836,2016-02-10 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1133080,2016-03-22 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1097706,2016-02-18 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1111302,2016-03-01 16:34:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1051543,2016-01-04 19:49:00.000000 UTC,Subscriber,San Mateo County Center,23
1080566,2016-02-03 15:05:00.000000 UTC,Subscriber,Redwood City Public Library,24
1064535,2016-01-19 16:31:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1067154,2016-01-21 12:02:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1090476,2016-02-11 16:47:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1130156,2016-03-18 20:49:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1062796,2016-01-15 17:36:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1121477,2016-03-10 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1079608,2016-02-02 18:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1051301,2016-01-04 17:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1097908,2016-02-18 17:34:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1083533,2016-02-05 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1120296,2016-03-09 17:34:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1127004,2016-03-16 17:36:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1078381,2016-02-01 18:09:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1076369,2016-01-29 18:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1140228,2016-03-28 18:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1096812,2016-02-17 19:35:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1128621,2016-03-17 18:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1080970,2016-02-03 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1114664,2016-03-03 18:10:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1123791,2016-03-14 17:33:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1068467,2016-01-22 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1052902,2016-01-06 15:57:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1134883,2016-03-23 17:32:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1067727,2016-01-21 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1129807,2016-03-18 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1099118,2016-02-19 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1068760,2016-01-23 09:43:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
